id,name,salary_from,salary_to,salary_currency,experience,employment,schedule,city,company,description,skills,url
119,Lead iOS Developer,118000.0,196000.0,RUR,between3And6,full,fullDay,Ростов-на-Дону,Яндекс,Сопровождение и развитие MLOps платформы для команды data science,Swift;Objective-C;Xcode;Git;REST API;gRPC,https://hh.ru/vacancy/119
120,iOS Developer,92000.0,189000.0,RUR,between1And3,full,remote,Москва,Альфа-Банк,Разработка NLP-систем для обработки текстов на русском и английском языках,Swift;Objective-C;Xcode;Git;REST API;Linux,https://hh.ru/vacancy/120
121,Junior Computer Vision Engineer,2100.0,3900.0,USD,between3And6,full,remote,Москва,Ростелеком,Разработка API и интеграция с внешними сервисами и базами данных,Python;OpenCV;PyTorch;CUDA;TensorFlow;Linux,https://hh.ru/vacancy/121
122,Senior Python Developer,253000.0,595000.0,RUR,moreThan6,full,flexible,Москва,Озон,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis;Scrum,https://hh.ru/vacancy/122
123,MLOps Engineer,180000.0,330000.0,RUR,between3And6,full,fullDay,Москва,Яндекс,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;Docker;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/123
124,Senior ML Engineer,150000.0,365000.0,RUR,between1And3,full,remote,Москва,Luxoft,Разработка API и интеграция с внешними сервисами и базами данных,Python;PyTorch;Kubernetes;MLflow;Airflow,https://hh.ru/vacancy/124
125,Python Developer,88000.0,224000.0,RUR,between1And3,part,fullDay,Ростов-на-Дону,EPAM,Разработка backend сервисов на Python с использованием современных фреймворков,Python;FastAPI;PostgreSQL;Docker;Git;GraphQL;Agile,https://hh.ru/vacancy/125
126,Data Analyst,61000.0,157000.0,RUR,between3And6,full,fullDay,Волгоград,Акрос,Создание рекомендательных систем на основе коллаборативной фильтрации,SQL;Python;Tableau;Excel;Power BI;Linux;REST API,https://hh.ru/vacancy/126
127,Android Developer,1000.0,2400.0,EUR,between3And6,full,remote,Москва,Альфа-Банк,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Kotlin;Android;Java;Git;REST API;GraphQL;Linux,https://hh.ru/vacancy/127
128,Junior ML Engineer,2000.0,3800.0,USD,between3And6,full,shift,Уфа,Сколтех,Проектирование архитектуры микросервисов и интеграций с внешними системами,Python;PyTorch;Kubernetes;MLflow;Airflow;gRPC,https://hh.ru/vacancy/128
129,Business Analyst,700.0,1600.0,USD,between3And6,full,flexible,Санкт-Петербург,Газпромнефть,Проектирование архитектуры микросервисов и интеграций с внешними системами,SQL;Excel;Tableau;Power BI;BPMN,https://hh.ru/vacancy/129
130,Middle Android Developer,104000.0,231000.0,RUR,between3And6,full,fullDay,Ростов-на-Дону,1С,Разработка backend сервисов на Python с использованием современных фреймворков,Kotlin;Android;Java;Git;REST API;Elasticsearch;MongoDB,https://hh.ru/vacancy/130
131,Junior Data Scientist,71000.0,154000.0,RUR,moreThan6,project,fullDay,Самара,Luxoft,Разработка API и интеграция с внешними сервисами и базами данных,Python;pandas;sklearn;numpy;SQL;Elasticsearch,https://hh.ru/vacancy/131
132,Middle Python Developer,102000.0,250000.0,RUR,between3And6,project,fullDay,Казань,EPAM,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;FastAPI;PostgreSQL;Docker;Git,https://hh.ru/vacancy/132
133,Lead ML Engineer,2700.0,5000.0,USD,between1And3,full,remote,Самара,Лаборатория Касперского,Разработка мобильных приложений с использованием современных технологий,Python;PyTorch;TensorFlow;MLflow;Kubernetes,https://hh.ru/vacancy/133
134,iOS Developer,69000.0,147000.0,RUR,noExperience,full,remote,Ростов-на-Дону,Мегафон,Сопровождение и развитие MLOps платформы для команды data science,Swift;Objective-C;Xcode;Git;REST API,https://hh.ru/vacancy/134
135,Staff Java Developer,161000.0,404000.0,RUR,moreThan6,full,fullDay,Новосибирск,Positive Technologies,Проектирование архитектуры микросервисов и интеграций с внешними системами,Java;Spring;Kafka;PostgreSQL;Docker;Scrum,https://hh.ru/vacancy/135
136,Junior Product Analyst,83000.0,140000.0,RUR,between1And3,part,flexible,Пермь,Evrone,Разработка NLP-систем для обработки текстов на русском и английском языках,SQL;Python;Amplitude;Mixpanel;A/B testing,https://hh.ru/vacancy/136
137,Senior Python Developer,175000.0,360000.0,RUR,between1And3,full,fullDay,Москва,ВТБ,Разработка мобильных приложений с использованием современных технологий,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/137
138,Senior Python Developer,206000.0,383000.0,RUR,between3And6,full,fullDay,Пермь,SKB Kontur,Сопровождение и развитие MLOps платформы для команды data science,Python;FastAPI;PostgreSQL;Docker;Kubernetes;Redis,https://hh.ru/vacancy/138
139,Senior Android Developer,1000.0,2200.0,USD,between3And6,full,remote,Москва,Лаборатория Касперского,Работа с большими объёмами данных в Spark и Hadoop кластерах,Kotlin;Android;Java;Git;REST API,https://hh.ru/vacancy/139
140,Business Analyst,103000.0,223000.0,RUR,moreThan6,full,fullDay,Самара,Тинькофф,Анализ больших данных и построение дата-пайплайнов для бизнеса,SQL;Excel;Tableau;Power BI;BPMN;gRPC;GraphQL,https://hh.ru/vacancy/140
141,Lead Python Developer,63000.0,168000.0,RUR,noExperience,full,flexible,Казань,Акрос,Анализ больших данных и построение дата-пайплайнов для бизнеса,Python;FastAPI;PostgreSQL;Docker;Git;Elasticsearch,https://hh.ru/vacancy/141
142,Data Scientist,133000.0,266000.0,RUR,between3And6,full,fullDay,Санкт-Петербург,DataArt,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;sklearn;pandas;SQL;Jupyter,https://hh.ru/vacancy/142
143,Staff Go Developer,2000.0,4900.0,USD,moreThan6,full,fullDay,Москва,Авито,Анализ больших данных и построение дата-пайплайнов для бизнеса,Go;gRPC;PostgreSQL;Redis;Kubernetes;Linux;gRPC,https://hh.ru/vacancy/143
144,Lead Data Engineer,157000.0,273000.0,RUR,between3And6,full,remote,Саратов,1С,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;Spark;Airflow;Kafka;SQL;Elasticsearch,https://hh.ru/vacancy/144
145,Senior Product Analyst,,,RUR,noExperience,full,remote,Москва,Тинькофф,Участие в исследованиях в области компьютерного зрения и обработки изображений,SQL;Python;Amplitude;Mixpanel;A/B testing,https://hh.ru/vacancy/145
146,Middle Data Analyst,,163000.0,RUR,between3And6,full,remote,Екатеринбург,2ГИС,Создание и поддержка ML моделей для продуктовых задач компании,SQL;Python;Tableau;Excel;Power BI;GraphQL,https://hh.ru/vacancy/146
147,Middle DevOps Engineer,114000.0,237000.0,RUR,between1And3,full,fullDay,Ростов-на-Дону,Evrone,Участие в исследованиях в области компьютерного зрения и обработки изображений,Docker;Kubernetes;Terraform;Jenkins;Linux,https://hh.ru/vacancy/147
148,Lead NLP Engineer,139000.0,337000.0,RUR,between3And6,full,fullDay,Москва,1С,Разработка NLP-систем для обработки текстов на русском и английском языках,Python;BERT;HuggingFace;PyTorch;spaCy;Git;Linux,https://hh.ru/vacancy/148
149,Data Scientist,99000.0,224000.0,RUR,between1And3,full,fullDay,Москва,Яндекс,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Python;sklearn;pandas;SQL;Jupyter;Agile,https://hh.ru/vacancy/149
150,Lead Android Developer,1400.0,3500.0,USD,moreThan6,full,fullDay,Москва,Сколтех,Внедрение CI/CD процессов и автоматизация деплоя моделей в продакшн,Kotlin;Android;Java;Git;REST API;gRPC;Scrum,https://hh.ru/vacancy/150
151,Lead ML Engineer,2500.0,4900.0,USD,between1And3,full,fullDay,Санкт-Петербург,МТС,Создание рекомендательных систем на основе коллаборативной фильтрации,Python;PyTorch;TensorFlow;MLflow;Kubernetes;MongoDB;Agile,https://hh.ru/vacancy/151
